,"SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE"
3526,"2SPX,C,12 20 2024,04320 110,1098.513,121,04/01/2024"
3527,"2SPX,P,12 20 2024,04320 110,49.7829,121,04/01/2024"
3528,"2SPX,C,12 20 2024,04320 530,1098.136,606,04/01/2024"
3529,"2SPX,P,12 20 2024,04320 530,49.8098,606,04/01/2024"
3530,"2SPX,C,12 20 2024,04320 860,1097.839,260,04/01/2024"
3531,"2SPX,P,12 20 2024,04320 860,49.8309,260,04/01/2024"
3532,"2SPX,C,12 20 2024,04321 820,1096.975,473,04/01/2024"
3533,"2SPX,P,12 20 2024,04321 820,49.8924,473,04/01/2024"
3534,"2SPX,C,12 20 2024,04323 810,1095.185,304,04/01/2024"
3535,"2SPX,P,12 20 2024,04323 810,50.0198,304,04/01/2024"
3536,"2SPX,C,12 20 2024,04325 820,1093.377,73,04/01/2024"
3537,"2SPX,P,12 20 2024,04325 820,50.1486,73,04/01/2024"
3538,"2SPX,C,12 20 2024,04326 430,1092.828,61,04/01/2024"
3539,"2SPX,P,12 20 2024,04326 430,50.1877,61,04/01/2024"
3540,"2SPX,C,12 20 2024,04328 470,1090.993,474,04/01/2024"
3541,"2SPX,P,12 20 2024,04328 470,50.3183,474,04/01/2024"
3542,"2SPX,C,12 20 2024,04328 860,1090.642,121,04/01/2024"
3543,"2SPX,P,12 20 2024,04328 860,50.3433,121,04/01/2024"
3544,"2SPX,C,12 20 2024,04329 040,1090.48,173,04/01/2024"
3545,"2SPX,P,12 20 2024,04329 040,50.3548,173,04/01/2024"
3546,"2SPX,C,12 20 2024,04332 310,1087.539,121,04/01/2024"
3547,"2SPX,P,12 20 2024,04332 310,50.5643,121,04/01/2024"
3548,"2SPX,C,12 20 2024,04333 990,1086.028,118,04/01/2024"
3549,"2SPX,P,12 20 2024,04333 990,50.6719,118,04/01/2024"
3550,"2SPX,C,12 20 2024,04334 020,1086.001,118,04/01/2024"
3551,"2SPX,P,12 20 2024,04334 020,50.6738,118,04/01/2024"
3552,"2SPX,C,12 20 2024,04336 320,1083.932,472,04/01/2024"
3553,"2SPX,P,12 20 2024,04336 320,50.8212,472,04/01/2024"
3554,"2SPX,C,12 20 2024,04345 340,1075.818,121,04/01/2024"
3555,"2SPX,P,12 20 2024,04345 340,51.399,121,04/01/2024"
3556,"2SPX,C,12 20 2024,04346 020,1075.206,242,04/01/2024"
3557,"2SPX,P,12 20 2024,04346 020,51.4426,242,04/01/2024"
3558,"2SPX,C,12 20 2024,04346 310,1074.946,188,04/01/2024"
3559,"2SPX,P,12 20 2024,04346 310,51.4612,188,04/01/2024"
3560,"2SPX,C,12 20 2024,04349 660,1071.934,60,04/01/2024"
3561,"2SPX,P,12 20 2024,04349 660,51.678,60,04/01/2024"
3562,"2SPX,C,12 20 2024,04353 740,1068.276,243,04/01/2024"
3563,"2SPX,P,12 20 2024,04353 740,51.9512,243,04/01/2024"
3564,"2SPX,C,12 20 2024,04354 280,1067.792,244,04/01/2024"
3565,"2SPX,P,12 20 2024,04354 280,51.9876,244,04/01/2024"
3566,"2SPX,C,12 20 2024,04357 380,1065.014,144,04/01/2024"
3567,"2SPX,P,12 20 2024,04357 380,52.1967,144,04/01/2024"
3568,"2SPX,C,12 20 2024,04357 650,1064.772,60,04/01/2024"
3569,"2SPX,P,12 20 2024,04357 650,52.215,60,04/01/2024"
3570,"2SPX,C,12 20 2024,04359 190,1063.393,732,04/01/2024"
3571,"2SPX,P,12 20 2024,04359 190,52.3193,732,04/01/2024"
3572,"2SPX,C,12 20 2024,04362 490,1060.437,120,04/01/2024"
3573,"2SPX,P,12 20 2024,04362 490,52.5432,120,04/01/2024"
3574,"2SPX,C,12 20 2024,04363 030,1059.953,487,04/01/2024"
3575,"2SPX,P,12 20 2024,04363 030,52.5799,487,04/01/2024"
3576,"2SPX,C,12 20 2024,04363 790,1059.272,481,04/01/2024"
3577,"2SPX,P,12 20 2024,04363 790,52.6317,481,04/01/2024"
3578,"2SPX,C,12 20 2024,04365 770,1057.499,243,04/01/2024"
3579,"2SPX,P,12 20 2024,04365 770,52.7666,243,04/01/2024"
3580,"2SPX,C,12 20 2024,04365 990,1057.302,240,04/01/2024"
3581,"2SPX,P,12 20 2024,04365 990,52.7816,240,04/01/2024"
3582,"2SPX,C,12 20 2024,04366 130,1057.177,1213,04/01/2024"
3583,"2SPX,P,12 20 2024,04366 130,52.7912,1213,04/01/2024"
3584,"2SPX,C,12 20 2024,04366 850,1056.533,152,04/01/2024"
3585,"2SPX,P,12 20 2024,04366 850,52.8404,152,04/01/2024"
3586,"2SPX,C,12 20 2024,04369 060,1054.554,244,04/01/2024"
3587,"2SPX,P,12 20 2024,04369 060,52.9916,244,04/01/2024"
3588,"2SPX,C,12 20 2024,04369 580,1054.089,366,04/01/2024"
3589,"2SPX,P,12 20 2024,04369 580,53.0272,366,04/01/2024"
3590,"2SPX,C,12 20 2024,04370 410,1053.346,120,04/01/2024"
3591,"2SPX,P,12 20 2024,04370 410,53.0842,120,04/01/2024"
3592,"2SPX,C,12 20 2024,04370 450,1053.31,116,04/01/2024"
3593,"2SPX,P,12 20 2024,04370 450,53.0869,116,04/01/2024"
3594,"2SPX,C,12 20 2024,04370 550,1053.221,404,04/01/2024"
3595,"2SPX,P,12 20 2024,04370 550,53.0938,404,04/01/2024"
3596,"2SPX,C,12 20 2024,04370 570,1053.203,578,04/01/2024"
3597,"2SPX,P,12 20 2024,04370 570,53.0952,578,04/01/2024"
3598,"2SPX,C,12 20 2024,04375 520,1048.775,68,04/01/2024"
3599,"2SPX,P,12 20 2024,04375 520,53.437,68,04/01/2024"
3600,"2SPX,C,12 20 2024,04375 550,1048.748,243,04/01/2024"
3601,"2SPX,P,12 20 2024,04375 550,53.4391,243,04/01/2024"
3602,"2SPX,C,12 20 2024,04375 910,1048.427,366,04/01/2024"
3603,"2SPX,P,12 20 2024,04375 910,53.4645,366,04/01/2024"
3604,"2SPX,C,12 20 2024,04377 340,1047.15,90,04/01/2024"
3605,"2SPX,P,12 20 2024,04377 340,53.5661,90,04/01/2024"
3606,"2SPX,C,12 20 2024,04379 080,1045.597,116,04/01/2024"
3607,"2SPX,P,12 20 2024,04379 080,53.6901,116,04/01/2024"
3608,"2SPX,C,12 20 2024,04380 610,1044.232,119,04/01/2024"
3609,"2SPX,P,12 20 2024,04380 610,53.7993,119,04/01/2024"
3610,"2SPX,C,12 20 2024,04380 660,1044.188,215,04/01/2024"
3611,"2SPX,P,12 20 2024,04380 660,53.8029,215,04/01/2024"
3612,"2SPX,C,12 20 2024,04383 080,1042.03,120,04/01/2024"
3613,"2SPX,P,12 20 2024,04383 080,53.9765,120,04/01/2024"
3614,"2SPX,C,12 20 2024,04383 380,1041.762,236,04/01/2024"
3615,"2SPX,P,12 20 2024,04383 380,53.9981,236,04/01/2024"
3616,"2SPX,C,12 20 2024,04384 210,1041.022,1216,04/01/2024"
3617,"2SPX,P,12 20 2024,04384 210,54.0579,1216,04/01/2024"
3618,"2SPX,C,12 20 2024,04385 000,1040.318,63,04/01/2024"
3619,"2SPX,C,12 20 2024,04385 110,1040.22,487,04/01/2024"
3620,"2SPX,P,12 20 2024,04385 110,54.1227,487,04/01/2024"
3621,"2SPX,C,12 20 2024,04387 980,1037.661,243,04/01/2024"
3622,"2SPX,P,12 20 2024,04387 980,54.3294,243,04/01/2024"
3623,"2SPX,C,12 20 2024,04388 030,1037.616,365,04/01/2024"
3624,"2SPX,P,12 20 2024,04388 030,54.333,365,04/01/2024"
3625,"2SPX,C,12 20 2024,04388 250,1037.42,60,04/01/2024"
3626,"2SPX,P,12 20 2024,04388 250,54.3489,60,04/01/2024"
3627,"2SPX,C,12 20 2024,04388 310,1037.367,243,04/01/2024"
3628,"2SPX,P,12 20 2024,04388 310,54.3532,243,04/01/2024"
3629,"2SPX,C,12 20 2024,04390 850,1035.102,479,04/01/2024"
3630,"2SPX,P,12 20 2024,04390 850,54.5361,479,04/01/2024"
3631,"2SPX,C,12 20 2024,04391 050,1034.924,116,04/01/2024"
3632,"2SPX,P,12 20 2024,04391 050,54.5505,116,04/01/2024"
3633,"2SPX,C,12 20 2024,04393 190,1033.016,116,04/01/2024"
3634,"2SPX,P,12 20 2024,04393 190,54.7047,116,04/01/2024"
3635,"2SPX,C,12 20 2024,04393 470,1032.766,116,04/01/2024"
3636,"2SPX,P,12 20 2024,04393 470,54.7249,116,04/01/2024"
3637,"2SPX,C,12 20 2024,04395 070,1031.34,143,04/01/2024"
3638,"2SPX,P,12 20 2024,04395 070,54.8401,143,04/01/2024"
3639,"2SPX,C,12 20 2024,04397 180,1029.458,240,04/01/2024"
3640,"2SPX,P,12 20 2024,04397 180,54.9921,240,04/01/2024"
3641,"2SPX,C,12 20 2024,04397 610,1029.075,240,04/01/2024"
3642,"2SPX,P,12 20 2024,04397 610,55.0231,240,04/01/2024"
3643,"2SPX,C,12 20 2024,04397 880,1028.834,598,04/01/2024"
3644,"2SPX,P,12 20 2024,04397 880,55.0425,598,04/01/2024"
3645,"2SPX,C,12 20 2024,04399 410,1027.47,479,04/01/2024"
3646,"2SPX,P,12 20 2024,04399 410,55.1528,479,04/01/2024"
3647,"2SPX,C,12 20 2024,04399 660,1027.247,239,04/01/2024"
3648,"2SPX,P,12 20 2024,04399 660,55.1708,239,04/01/2024"
3649,"2SPX,C,12 20 2024,04400 010,1026.935,20,04/01/2024"
3650,"2SPX,C,12 20 2024,04402 200,1024.983,120,04/01/2024"
3651,"2SPX,P,12 20 2024,04402 200,55.3537,120,04/01/2024"
3652,"2SPX,C,12 20 2024,04404 510,1022.923,2258,04/01/2024"
3653,"2SPX,P,12 20 2024,04404 510,55.5201,2258,04/01/2024"
3654,"2SPX,C,12 20 2024,04405 610,1021.943,475,04/01/2024"
3655,"2SPX,P,12 20 2024,04405 610,55.5994,475,04/01/2024"
3656,"2SPX,C,12 20 2024,04406 140,1021.47,95,04/01/2024"
3657,"2SPX,P,12 20 2024,04406 140,55.6375,95,04/01/2024"
3658,"2SPX,C,12 20 2024,04412 050,1016.201,156,04/01/2024"
3659,"2SPX,P,12 20 2024,04412 050,56.0633,156,04/01/2024"
3660,"2SPX,C,12 20 2024,04413 080,1015.283,118,04/01/2024"
3661,"2SPX,P,12 20 2024,04413 080,56.1375,118,04/01/2024"
3662,"2SPX,C,12 20 2024,04414 260,1014.231,92,04/01/2024"
3663,"2SPX,P,12 20 2024,04414 260,56.2225,92,04/01/2024"
3664,"2SPX,C,12 20 2024,04414 580,1013.945,179,04/01/2024"
3665,"2SPX,P,12 20 2024,04414 580,56.2455,179,04/01/2024"
3666,"2SPX,C,12 20 2024,04416 500,1012.234,173,04/01/2024"
3667,"2SPX,P,12 20 2024,04416 500,56.3838,173,04/01/2024"
3668,"2SPX,C,12 20 2024,04419 160,1009.862,238,04/01/2024"
3669,"2SPX,P,12 20 2024,04419 160,56.5755,238,04/01/2024"
3670,"2SPX,C,12 20 2024,04425 040,1004.624,174,04/01/2024"
3671,"2SPX,P,12 20 2024,04425 040,57.0032,174,04/01/2024"
3672,"2SPX,C,12 20 2024,04426 690,1003.161,120,04/01/2024"
3673,"2SPX,P,12 20 2024,04426 690,57.1299,120,04/01/2024"
3674,"2SPX,C,12 20 2024,04427 200,1002.708,116,04/01/2024"
3675,"2SPX,P,12 20 2024,04427 200,57.1691,116,04/01/2024"
3676,"2SPX,C,12 20 2024,04429 780,1000.421,239,04/01/2024"
3677,"2SPX,P,12 20 2024,04429 780,57.3683,239,04/01/2024"
3678,"2SPX,C,12 20 2024,04434 530,996.2129,238,04/01/2024"
3679,"2SPX,P,12 20 2024,04434 530,57.7363,238,04/01/2024"
3680,"2SPX,C,12 20 2024,04441 570,989.9786,472,04/01/2024"
3681,"2SPX,P,12 20 2024,04441 570,58.2858,472,04/01/2024"
3682,"2SPX,P,12 20 2024,04443 000,58.398,30,04/01/2024"
3683,"2SPX,C,12 20 2024,04444 800,987.1199,708,04/01/2024"
3684,"2SPX,P,12 20 2024,04444 800,58.5395,708,04/01/2024"
3685,"2SPX,C,12 20 2024,04445 090,986.8633,236,04/01/2024"
3686,"2SPX,P,12 20 2024,04445 090,58.5623,236,04/01/2024"
3687,"2SPX,C,12 20 2024,04446 400,985.7043,46,04/01/2024"
3688,"2SPX,P,12 20 2024,04446 400,58.6656,46,04/01/2024"
3689,"2SPX,C,12 20 2024,04448 050,984.2446,118,04/01/2024"
3690,"2SPX,P,12 20 2024,04448 050,58.7958,118,04/01/2024"
3691,"2SPX,C,12 20 2024,04449 780,982.7142,59,04/01/2024"
3692,"2SPX,P,12 20 2024,04449 780,58.9324,59,04/01/2024"
3693,"2SPX,C,12 20 2024,04450 100,982.4311,66,04/01/2024"
3694,"2SPX,P,12 20 2024,04450 100,58.9577,66,04/01/2024"
3695,"2SPX,C,12 20 2024,04451 490,981.2015,4727,04/01/2024"
3696,"2SPX,P,12 20 2024,04451 490,59.0676,4727,04/01/2024"
3697,"2SPX,C,12 20 2024,04454 490,978.548,118,04/01/2024"
3698,"2SPX,P,12 20 2024,04454 490,59.3048,118,04/01/2024"
3699,"2SPX,C,12 20 2024,04454 580,978.4684,118,04/01/2024"
3700,"2SPX,P,12 20 2024,04454 580,59.312,118,04/01/2024"
3701,"2SPX,C,12 20 2024,04461 610,972.2536,118,04/01/2024"
3702,"2SPX,P,12 20 2024,04461 610,59.8713,118,04/01/2024"
3703,"2SPX,C,12 20 2024,04466 850,967.6245,519,04/01/2024"
3704,"2SPX,P,12 20 2024,04466 850,60.2914,519,04/01/2024"
3705,"2SPX,C,12 20 2024,04468 140,966.4852,114,04/01/2024"
3706,"2SPX,P,12 20 2024,04468 140,60.3951,114,04/01/2024"
3707,"2SPX,C,12 20 2024,04468 530,966.1408,396,04/01/2024"
3708,"2SPX,P,12 20 2024,04468 530,60.4265,396,04/01/2024"
3709,"2SPX,C,12 20 2024,04470 780,964.1543,57,04/01/2024"
3710,"2SPX,P,12 20 2024,04470 780,60.6081,57,04/01/2024"
3711,"2SPX,C,12 20 2024,04471 870,963.1922,55,04/01/2024"
3712,"2SPX,P,12 20 2024,04471 870,60.6963,55,04/01/2024"
3713,"2SPX,C,12 20 2024,04471 950,963.1216,55,04/01/2024"
3714,"2SPX,P,12 20 2024,04471 950,60.7028,55,04/01/2024"
3715,"2SPX,C,12 20 2024,04484 730,951.8638,117,04/01/2024"
3716,"2SPX,P,12 20 2024,04484 730,61.7597,117,04/01/2024"
3717,"2SPX,C,12 20 2024,04486 280,950.5,59,04/01/2024"
3718,"2SPX,P,12 20 2024,04486 280,61.8894,59,04/01/2024"
3719,"2SPX,C,12 20 2024,04489 940,947.2809,1172,04/01/2024"
3720,"2SPX,P,12 20 2024,04489 940,62.1972,1172,04/01/2024"
3721,"2SPX,P,12 20 2024,04500 010,63.0509,50,04/01/2024"
3722,"2SPX,C,12 20 2024,04501 320,937.2825,117,04/01/2024"
3723,"2SPX,P,12 20 2024,04501 320,63.1644,117,04/01/2024"
3724,"2SPX,C,12 20 2024,04509 420,930.1838,585,04/01/2024"
3725,"2SPX,P,12 20 2024,04509 420,63.8709,585,04/01/2024"
3726,"2SPX,C,12 20 2024,04509 450,930.1576,234,04/01/2024"
3727,"2SPX,P,12 20 2024,04509 450,63.8735,234,04/01/2024"
3728,"2SPX,C,12 20 2024,04510 060,929.6232,117,04/01/2024"
3729,"2SPX,P,12 20 2024,04510 060,63.9269,117,04/01/2024"
3730,"2SPX,C,12 20 2024,04510 120,929.5706,468,04/01/2024"
3731,"2SPX,P,12 20 2024,04510 120,63.9322,468,04/01/2024"
3732,"2SPX,C,12 20 2024,04510 360,929.3604,234,04/01/2024"
3733,"2SPX,P,12 20 2024,04510 360,63.9532,234,04/01/2024"
3734,"2SPX,C,12 20 2024,04511 790,928.1081,140,04/01/2024"
3735,"2SPX,P,12 20 2024,04511 790,64.0789,140,04/01/2024"
3736,"2SPX,C,12 20 2024,04512 020,927.9067,468,04/01/2024"
3737,"2SPX,P,12 20 2024,04512 020,64.0991,468,04/01/2024"
3738,"2SPX,C,12 20 2024,04512 120,927.8191,234,04/01/2024"
3739,"2SPX,P,12 20 2024,04512 120,64.1079,234,04/01/2024"
3740,"2SPX,C,12 20 2024,04512 540,927.4514,234,04/01/2024"
3741,"2SPX,P,12 20 2024,04512 540,64.1449,234,04/01/2024"
3742,"2SPX,C,12 20 2024,04512 590,927.4076,117,04/01/2024"
3743,"2SPX,P,12 20 2024,04512 590,64.1493,117,04/01/2024"
3744,"2SPX,C,12 20 2024,04516 630,923.8712,228,04/01/2024"
3745,"2SPX,P,12 20 2024,04516 630,64.5057,228,04/01/2024"
3746,"2SPX,C,12 20 2024,04516 660,923.8449,114,04/01/2024"
3747,"2SPX,P,12 20 2024,04516 660,64.5084,114,04/01/2024"
3748,"2SPX,P,12 20 2024,04520 000,64.8045,55,04/01/2024"
3749,"2SPX,C,12 20 2024,04522 970,918.325,350,04/01/2024"
3750,"2SPX,P,12 20 2024,04522 970,65.0687,350,04/01/2024"
3751,"2SPX,C,12 20 2024,04524 340,917.1272,582,04/01/2024"
3752,"2SPX,P,12 20 2024,04524 340,65.1911,582,04/01/2024"
3753,"2SPX,C,12 20 2024,04529 610,912.5266,350,04/01/2024"
3754,"2SPX,P,12 20 2024,04529 610,65.6687,350,04/01/2024"
3755,"2SPX,P,12 20 2024,04530 000,65.7042,50,04/01/2024"
3756,"2SPX,C,12 20 2024,04530 900,911.4012,151,04/01/2024"
3757,"2SPX,P,12 20 2024,04530 900,65.7862,151,04/01/2024"
3758,"2SPX,C,12 20 2024,04532 930,909.6304,1049,04/01/2024"
3759,"2SPX,P,12 20 2024,04532 930,65.9716,1049,04/01/2024"
3760,"2SPX,C,12 20 2024,04533 010,909.5607,233,04/01/2024"
3761,"2SPX,P,12 20 2024,04533 010,65.9789,233,04/01/2024"
3762,"2SPX,C,12 20 2024,04533 120,909.4647,116,04/01/2024"
3763,"2SPX,P,12 20 2024,04533 120,65.989,116,04/01/2024"
3764,"2SPX,C,12 20 2024,04533 170,909.4211,116,04/01/2024"
3765,"2SPX,P,12 20 2024,04533 170,65.9935,116,04/01/2024"
3766,"2SPX,C,12 20 2024,04533 220,909.3775,70,04/01/2024"
3767,"2SPX,P,12 20 2024,04533 220,65.9981,70,04/01/2024"
3768,"2SPX,C,12 20 2024,04533 890,908.7933,700,04/01/2024"
3769,"2SPX,P,12 20 2024,04533 890,66.0595,700,04/01/2024"
3770,"2SPX,C,12 20 2024,04534 500,908.2614,110,04/01/2024"
3771,"2SPX,P,12 20 2024,04534 500,66.1154,110,04/01/2024"
3772,"2SPX,C,12 20 2024,04537 020,906.0645,348,04/01/2024"
3773,"2SPX,P,12 20 2024,04537 020,66.3467,348,04/01/2024"
3774,"2SPX,C,12 20 2024,04541 470,902.1867,812,04/01/2024"
3775,"2SPX,P,12 20 2024,04541 470,66.757,812,04/01/2024"
3776,"2SPX,C,12 20 2024,04545 250,898.8947,1024,04/01/2024"
3777,"2SPX,P,12 20 2024,04545 250,67.1073,1024,04/01/2024"
3778,"2SPX,C,12 20 2024,04545 290,898.8599,231,04/01/2024"
3779,"2SPX,P,12 20 2024,04545 290,67.1111,231,04/01/2024"
3780,"2SPX,C,12 20 2024,04548 390,896.1613,232,04/01/2024"
3781,"2SPX,P,12 20 2024,04548 390,67.3996,232,04/01/2024"
3782,"2SPX,C,12 20 2024,04548 420,896.1352,234,04/01/2024"
3783,"2SPX,P,12 20 2024,04548 420,67.4024,234,04/01/2024"
3784,"2SPX,C,12 20 2024,04549 230,895.4303,139,04/01/2024"
3785,"2SPX,P,12 20 2024,04549 230,67.478,139,04/01/2024"
3786,"2SPX,C,12 20 2024,04549 680,895.0387,168,04/01/2024"
3787,"2SPX,P,12 20 2024,04549 680,67.5201,168,04/01/2024"
3788,"2SPX,C,12 20 2024,04549 700,895.0213,56,04/01/2024"
3789,"2SPX,P,12 20 2024,04549 700,67.5219,56,04/01/2024"
3790,"2SPX,C,12 20 2024,04550 010,894.7517,40,04/01/2024"
3791,"2SPX,P,12 20 2024,04550 010,67.5511,40,04/01/2024"
3792,"2SPX,C,12 20 2024,04553 850,891.415,460,04/01/2024"
3793,"2SPX,P,12 20 2024,04553 850,67.9146,460,04/01/2024"
3794,"2SPX,C,12 20 2024,04556 200,889.374,693,04/01/2024"
3795,"2SPX,P,12 20 2024,04556 200,68.138,693,04/01/2024"
3796,"2SPX,C,12 20 2024,04557 560,888.1931,115,04/01/2024"
3797,"2SPX,P,12 20 2024,04557 560,68.2676,115,04/01/2024"
3798,"2SPX,C,12 20 2024,04557 690,888.0802,115,04/01/2024"
3799,"2SPX,P,12 20 2024,04557 690,68.28,115,04/01/2024"
3800,"2SPX,C,12 20 2024,04557 900,887.8979,527,04/01/2024"
3801,"2SPX,P,12 20 2024,04557 900,68.3,527,04/01/2024"
3802,"2SPX,C,12 20 2024,04560 670,885.4936,226,04/01/2024"
3803,"2SPX,P,12 20 2024,04560 670,68.5649,226,04/01/2024"
3804,"2SPX,C,12 20 2024,04561 110,885.1118,226,04/01/2024"
3805,"2SPX,P,12 20 2024,04561 110,68.607,226,04/01/2024"
3806,"2SPX,C,12 20 2024,04563 730,882.8386,230,04/01/2024"
3807,"2SPX,P,12 20 2024,04563 730,68.8585,230,04/01/2024"
3808,"2SPX,C,12 20 2024,04567 670,879.4219,376,04/01/2024"
3809,"2SPX,P,12 20 2024,04567 670,69.2383,376,04/01/2024"
3810,"2SPX,C,12 20 2024,04568 750,878.4856,458,04/01/2024"
3811,"2SPX,P,12 20 2024,04568 750,69.3427,458,04/01/2024"
3812,"2SPX,C,12 20 2024,04570 230,877.2028,915,04/01/2024"
3813,"2SPX,P,12 20 2024,04570 230,69.4861,915,04/01/2024"
3814,"2SPX,C,12 20 2024,04573 110,874.7075,44,04/01/2024"
3815,"2SPX,P,12 20 2024,04573 110,69.7659,44,04/01/2024"
3816,"2SPX,C,12 20 2024,04577 670,870.7609,57,04/01/2024"
3817,"2SPX,P,12 20 2024,04577 670,70.2132,57,04/01/2024"
3818,"2SPX,C,12 20 2024,04579 000,869.6106,113,04/01/2024"
3819,"2SPX,P,12 20 2024,04579 000,70.3446,113,04/01/2024"
3820,"2SPX,C,12 20 2024,04579 600,869.0918,459,04/01/2024"
3821,"2SPX,P,12 20 2024,04579 600,70.4039,459,04/01/2024"
3822,"2SPX,C,12 20 2024,04579 650,869.0485,57,04/01/2024"
3823,"2SPX,P,12 20 2024,04579 650,70.4088,57,04/01/2024"
3824,"2SPX,C,12 20 2024,04580 780,868.0716,2934,04/01/2024"
3825,"2SPX,P,12 20 2024,04580 780,70.5207,2934,04/01/2024"
3826,"2SPX,C,12 20 2024,04580 910,867.9592,116,04/01/2024"
3827,"2SPX,P,12 20 2024,04580 910,70.5336,116,04/01/2024"
3828,"2SPX,C,12 20 2024,04581 070,867.8209,460,04/01/2024"
3829,"2SPX,P,12 20 2024,04581 070,70.5495,460,04/01/2024"
3830,"2SPX,C,12 20 2024,04581 120,867.7777,1150,04/01/2024"
3831,"2SPX,P,12 20 2024,04581 120,70.5545,1150,04/01/2024"
3832,"2SPX,C,12 20 2024,04581 750,867.2333,460,04/01/2024"
3833,"2SPX,P,12 20 2024,04581 750,70.6171,460,04/01/2024"
3834,"2SPX,C,12 20 2024,04581 860,867.1382,230,04/01/2024"
3835,"2SPX,P,12 20 2024,04581 860,70.628,230,04/01/2024"
3836,"2SPX,C,12 20 2024,04590 170,859.96,716,04/01/2024"
3837,"2SPX,P,12 20 2024,04590 170,71.4573,716,04/01/2024"
3838,"2SPX,C,12 20 2024,04592 910,857.5952,229,04/01/2024"
3839,"2SPX,P,12 20 2024,04592 910,71.7327,229,04/01/2024"
3840,"2SPX,C,12 20 2024,04596 600,854.412,57,04/01/2024"
3841,"2SPX,P,12 20 2024,04596 600,72.1052,57,04/01/2024"
3842,"2SPX,C,12 20 2024,04598 790,852.5236,460,04/01/2024"
3843,"2SPX,P,12 20 2024,04598 790,72.3271,460,04/01/2024"
3844,"2SPX,C,12 20 2024,04599 820,851.6358,55,04/01/2024"
3845,"2SPX,P,12 20 2024,04599 820,72.4318,55,04/01/2024"
3846,"2SPX,C,12 20 2024,04607 080,845.386,572,04/01/2024"
3847,"2SPX,P,12 20 2024,04607 080,73.1777,572,04/01/2024"
3848,"2SPX,C,12 20 2024,04613 530,839.8396,567,04/01/2024"
3849,"2SPX,P,12 20 2024,04613 530,73.8465,567,04/01/2024"
3850,"2SPX,C,12 20 2024,04614 330,839.1522,689,04/01/2024"
3851,"2SPX,P,12 20 2024,04614 330,73.9299,689,04/01/2024"
3852,"2SPX,C,12 20 2024,04625 780,829.322,228,04/01/2024"
3853,"2SPX,P,12 20 2024,04625 780,75.1329,228,04/01/2024"
3854,"2SPX,C,12 20 2024,04625 810,829.2963,799,04/01/2024"
3855,"2SPX,P,12 20 2024,04625 810,75.1361,799,04/01/2024"
3856,"2SPX,C,12 20 2024,04626 790,828.4562,228,04/01/2024"
3857,"2SPX,P,12 20 2024,04626 790,75.2403,228,04/01/2024"
3858,"2SPX,C,12 20 2024,04628 220,827.2307,228,04/01/2024"
3859,"2SPX,P,12 20 2024,04628 220,75.3928,228,04/01/2024"
3860,"2SPX,C,12 20 2024,04630 140,825.5857,114,04/01/2024"
3861,"2SPX,P,12 20 2024,04630 140,75.5979,114,04/01/2024"
3862,"2SPX,C,12 20 2024,04630 430,825.3373,55,04/01/2024"
3863,"2SPX,P,12 20 2024,04630 430,75.6289,55,04/01/2024"
3864,"2SPX,C,12 20 2024,04633 600,822.6226,112,04/01/2024"
3865,"2SPX,P,12 20 2024,04633 600,75.9688,112,04/01/2024"
3866,"2SPX,C,12 20 2024,04635 830,820.7137,224,04/01/2024"
3867,"2SPX,P,12 20 2024,04635 830,76.2087,224,04/01/2024"
3868,"2SPX,C,12 20 2024,04637 900,818.9424,112,04/01/2024"
3869,"2SPX,P,12 20 2024,04637 900,76.4321,112,04/01/2024"
3870,"2SPX,C,12 20 2024,04641 720,815.6753,86,04/01/2024"
3871,"2SPX,P,12 20 2024,04641 720,76.8459,86,04/01/2024"
3872,"2SPX,C,12 20 2024,04642 680,814.8546,229,04/01/2024"
3873,"2SPX,P,12 20 2024,04642 680,76.9502,229,04/01/2024"
3874,"2SPX,C,12 20 2024,04644 090,813.6493,56,04/01/2024"
3875,"2SPX,P,12 20 2024,04644 090,77.1037,56,04/01/2024"
3876,"2SPX,C,12 20 2024,04644 130,813.6152,114,04/01/2024"
3877,"2SPX,P,12 20 2024,04644 130,77.108,114,04/01/2024"
3878,"2SPX,C,12 20 2024,04644 210,813.5468,228,04/01/2024"
3879,"2SPX,P,12 20 2024,04644 210,77.1167,228,04/01/2024"
3880,"2SPX,C,12 20 2024,04645 830,812.1625,114,04/01/2024"
3881,"2SPX,P,12 20 2024,04645 830,77.2935,114,04/01/2024"
3882,"2SPX,C,12 20 2024,04647 130,811.0518,152,04/01/2024"
3883,"2SPX,P,12 20 2024,04647 130,77.4355,152,04/01/2024"
3884,"2SPX,C,12 20 2024,04647 140,811.0433,109,04/01/2024"
3885,"2SPX,P,12 20 2024,04647 140,77.4366,109,04/01/2024"
3886,"2SPX,C,12 20 2024,04647 150,811.0347,2272,04/01/2024"
3887,"2SPX,P,12 20 2024,04647 150,77.4377,2272,04/01/2024"
3888,"2SPX,C,12 20 2024,04647 200,810.992,1136,04/01/2024"
3889,"2SPX,P,12 20 2024,04647 200,77.4431,1136,04/01/2024"
3890,"2SPX,C,12 20 2024,04649 210,809.2755,65,04/01/2024"
3891,"2SPX,P,12 20 2024,04649 210,77.6634,65,04/01/2024"
3892,"2SPX,C,12 20 2024,04654 010,805.1955,227,04/01/2024"
